ID,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Cost_to_Weight_ratio,Cost*Weight,Discount_Ratio,CareCalls_to_Purchases,CostWeight_Discount_Interaction,Reached.on.Time_Y.N
1021,3,4,166,3,2,1,43,1095,0,0,1,0,0,1,0.15159817351598173,181770,0.25903614457831325,0.75,6.670319634703196,1
4714,4,5,264,3,1,0,10,5972,1,0,0,0,0,1,0.04420629604822505,1576608,0.03787878787878788,1.0,0.48626925653047554,0
5056,5,3,267,3,2,0,8,5786,1,0,0,0,1,0,0.04614586933978569,1544862,0.0299625468164794,1.25,0.41531282405807124,1
7208,6,5,307,4,0,1,3,1406,0,0,0,1,0,1,0.21834992887624466,431642,0.009771986970684038,1.2,0.8733997155049786,0
5526,6,1,260,4,2,1,9,1698,0,0,0,1,0,1,0.15312131919905772,441480,0.03461538461538462,1.2,1.5312131919905771,1
1001,4,3,191,4,1,0,15,2544,0,1,0,0,0,1,0.07507861635220126,485904,0.07853403141361257,0.8,1.20125786163522,1
9083,5,5,167,3,2,1,9,4319,0,1,0,0,0,1,0.03866635795322992,721273,0.05389221556886228,1.25,0.3866635795322992,1
8597,3,5,240,3,1,0,6,5642,0,1,0,0,0,1,0.042538107054236086,1354080,0.025,0.75,0.2977667493796526,0
3701,3,4,183,3,1,0,1,5959,0,1,0,0,0,0,0.030709850646081557,1090497,0.00546448087431694,0.75,0.06141970129216311,1
8825,5,2,254,6,1,1,5,1885,0,1,0,0,0,1,0.13474801061007957,478790,0.01968503937007874,0.7142857142857143,0.8084880636604774,0
4281,4,5,135,3,2,0,5,4515,0,0,0,0,0,1,0.029900332225913623,609525,0.037037037037037035,1.0,0.17940199335548174,0
6569,6,2,308,5,2,0,6,1118,0,1,0,0,1,0,0.27549194991055453,344344,0.01948051948051948,1.0,1.9284436493738817,0
9656,6,3,244,5,2,0,4,1121,0,0,0,1,0,1,0.21766280107047278,273524,0.01639344262295082,1.0,1.088314005352364,1
10266,5,1,252,3,0,0,2,5032,0,0,0,1,1,0,0.050079491255961846,1268064,0.007936507936507936,1.25,0.15023847376788554,0
4620,6,5,215,4,2,1,5,5409,0,0,0,1,0,1,0.03974856720281013,1162935,0.023255813953488372,1.2,0.23849140321686077,1
10087,4,3,260,3,1,1,1,4796,0,0,1,0,0,1,0.05421184320266889,1246960,0.0038461538461538464,1.0,0.10842368640533778,0
3429,3,4,149,3,1,0,5,5467,0,0,0,0,0,0,0.02725443570513993,814583,0.03355704697986577,0.75,0.16352661423083958,0
1299,3,5,171,3,1,0,49,1333,0,0,0,0,0,1,0.1282820705176294,227943,0.28654970760233917,0.75,6.414103525881471,1
7147,7,4,309,4,1,1,7,1880,0,0,1,0,0,1,0.16436170212765958,580920,0.022653721682847898,1.4,1.3148936170212766,0
3382,3,2,211,6,1,0,2,4417,1,0,0,0,0,1,0.04776997962417931,931987,0.009478672985781991,0.42857142857142855,0.14330993887253793,0
7897,3,3,242,3,2,0,8,5915,0,0,1,0,0,1,0.04091293322062553,1431430,0.03305785123966942,0.75,0.36821639898562974,1
2710,3,2,137,3,2,0,9,1347,1,0,0,0,0,1,0.10170749814402376,184539,0.06569343065693431,0.75,1.0170749814402376,1
6153,3,1,226,3,1,0,8,4002,0,0,0,0,1,0,0.05647176411794103,904452,0.035398230088495575,0.75,0.5082458770614693,0
6350,3,3,237,4,1,0,8,5761,0,0,0,1,0,1,0.04113869119944454,1365357,0.03375527426160337,0.6,0.37024822079500086,0
3336,3,4,179,2,1,0,2,4931,0,0,0,1,0,1,0.036300953153518556,882649,0.0111731843575419,1.0,0.10890285946055567,1
2296,4,2,223,3,2,0,56,3158,1,0,0,0,0,1,0.07061431285623812,704234,0.25112107623318386,1.0,4.025015832805573,1
10373,3,3,257,2,2,1,5,4681,0,1,0,0,0,1,0.05490279854731895,1203017,0.019455252918287938,1.0,0.3294167912839137,1
6883,5,3,223,5,2,1,10,1170,0,0,1,0,0,1,0.1905982905982906,260910,0.04484304932735426,0.8333333333333334,2.0965811965811962,1
562,2,5,157,6,0,0,17,1764,1,0,0,0,0,0,0.08900226757369614,276948,0.10828025477707007,0.2857142857142857,1.6020408163265305,1
10977,3,2,278,4,2,1,9,1631,0,0,0,0,0,0,0.17044757817290007,453418,0.03237410071942446,0.6,1.7044757817290006,0
3754,3,4,181,2,2,0,4,4629,1,0,0,0,0,1,0.03910131777921797,837849,0.022099447513812154,1.0,0.19550658889608985,0
9145,5,3,268,5,2,1,5,1365,0,0,1,0,0,1,0.19633699633699633,365820,0.018656716417910446,0.8333333333333334,1.178021978021978,0
4506,4,4,142,10,0,0,7,5425,0,0,0,1,1,0,0.026175115207373274,770350,0.04929577464788732,0.36363636363636365,0.2094009216589862,1
10131,5,1,151,3,2,0,1,4981,0,0,0,0,1,0,0.030315197751455532,752131,0.006622516556291391,1.25,0.060630395502911064,0
10861,5,3,237,3,0,1,7,4208,0,0,1,0,0,1,0.0563212927756654,997296,0.029535864978902954,1.25,0.4505703422053232,1
10089,4,1,267,4,2,1,2,4024,0,0,0,0,0,1,0.06635188866799205,1074408,0.00749063670411985,0.8,0.19905566600397614,0
4635,5,3,263,3,2,0,2,4688,0,0,0,0,1,0,0.05610068259385666,1232944,0.0076045627376425855,1.25,0.16830204778156999,0
6757,4,3,239,3,2,1,9,5897,0,0,1,0,0,1,0.04052908258436493,1409383,0.03765690376569038,1.0,0.40529082584364934,1
4574,4,4,185,3,2,1,9,4469,0,0,0,1,0,1,0.04139628552248825,826765,0.04864864864864865,1.0,0.4139628552248825,0
9419,5,4,238,6,1,1,6,1850,0,1,0,0,0,1,0.12864864864864864,440300,0.025210084033613446,0.7142857142857143,0.9005405405405404,1
4186,5,5,228,4,1,1,6,4946,1,0,0,0,0,1,0.046097856854023456,1127688,0.02631578947368421,1.0,0.3226849979781642,1
3884,3,4,238,3,2,0,8,5337,0,0,0,1,0,1,0.044594341390294175,1270206,0.03361344537815126,0.75,0.40134907251264756,1
209,2,4,152,3,1,1,55,1498,0,1,0,0,0,1,0.10146862483311081,227696,0.3618421052631579,0.5,5.682242990654205,1
10889,4,4,192,2,1,1,1,4429,0,1,0,0,0,1,0.04335064348611425,850368,0.005208333333333333,1.3333333333333333,0.0867012869722285,0
5993,4,4,187,3,1,0,8,4893,0,1,0,0,0,1,0.03821786225219702,914991,0.0427807486631016,1.0,0.3439607602697732,0
2178,4,4,139,3,0,0,64,1415,0,0,0,1,1,0,0.09823321554770319,196685,0.460431654676259,1.0,6.385159010600707,1
7964,5,1,236,6,1,1,4,1123,0,0,0,1,0,1,0.21015138023152272,265028,0.01694915254237288,0.7142857142857143,1.0507569011576137,1
5897,4,2,252,3,1,0,1,4176,0,1,0,0,0,0,0.0603448275862069,1052352,0.003968253968253968,1.0,0.1206896551724138,0
3307,4,3,223,3,2,0,9,5897,0,0,1,0,0,1,0.03781583856198067,1315031,0.04035874439461883,1.0,0.3781583856198067,0
5896,4,5,257,3,2,1,5,4180,1,0,0,0,0,0,0.061483253588516744,1074260,0.019455252918287938,1.0,0.36889952153110045,0
8807,5,2,258,3,2,0,8,4921,0,1,0,0,0,1,0.0524283682178419,1269618,0.031007751937984496,1.25,0.4718553139605771,0
1917,2,5,189,2,1,1,38,3708,0,0,0,0,0,0,0.050970873786407765,700812,0.20105820105820105,0.6666666666666666,1.9878640776699028,1
1387,3,1,180,3,1,0,29,1414,0,0,1,0,0,0,0.1272984441301273,254520,0.16111111111111112,0.75,3.8189533239038194,1
5752,4,1,212,2,2,0,7,5864,1,0,0,0,0,0,0.03615279672578445,1243168,0.0330188679245283,1.3333333333333333,0.2892223738062756,0
8912,6,5,243,4,1,0,6,1898,0,0,0,1,0,0,0.1280295047418335,461214,0.024691358024691357,1.2,0.8962065331928345,1
3790,3,1,154,10,2,0,3,4524,1,0,0,0,0,1,0.03404067197170645,696696,0.01948051948051948,0.2727272727272727,0.1361626878868258,0
10318,2,2,161,3,1,0,5,5999,1,0,0,0,0,1,0.026837806301050177,965839,0.031055900621118012,0.5,0.16102683780630106,1
3289,3,2,152,4,2,0,7,5943,0,0,1,0,0,0,0.02557630826182063,903336,0.046052631578947366,0.6,0.20461046609456504,1
10566,5,4,135,4,2,1,4,4541,0,0,0,1,0,0,0.029729134551860825,613035,0.02962962962962963,1.0,0.14864567275930413,0
7581,4,4,149,3,2,1,6,5508,0,0,0,0,0,1,0.027051561365286855,820692,0.040268456375838924,1.0,0.18936092955700798,0
3424,3,4,213,3,1,0,4,5481,1,0,0,0,0,0,0.03886152162014231,1167453,0.018779342723004695,0.75,0.19430760810071154,1
5220,7,5,310,4,1,0,5,1975,0,0,0,1,0,0,0.1569620253164557,612250,0.016129032258064516,1.4,0.9417721518987342,0
9547,3,2,189,2,1,1,6,4488,0,0,1,0,0,1,0.042112299465240643,848232,0.031746031746031744,1.0,0.2947860962566845,1
8249,3,4,209,2,0,1,10,4540,0,1,0,0,0,1,0.0460352422907489,948860,0.04784688995215311,1.0,0.506387665198238,0
3177,3,2,238,8,2,1,3,4388,0,0,0,0,0,1,0.05423883318140383,1044344,0.012605042016806723,0.3333333333333333,0.21695533272561532,1
3438,4,4,264,3,1,0,2,4279,0,0,0,1,0,0,0.061696658097686374,1129656,0.007575757575757576,1.0,0.18508997429305912,1
673,5,4,263,3,0,1,10,2538,0,0,1,0,1,0,0.10362490149724192,667494,0.03802281368821293,1.25,1.1398739164696612,1
6734,4,4,135,3,2,1,2,5016,0,0,0,1,0,1,0.026913875598086126,677160,0.014814814814814815,1.0,0.08074162679425838,0
8207,4,5,206,3,2,1,5,5785,0,1,0,0,1,0,0.03560933448573898,1191710,0.024271844660194174,1.0,0.2136560069144339,1
6882,5,2,262,6,2,0,4,1532,0,0,0,1,0,1,0.17101827676240208,401384,0.015267175572519083,0.7142857142857143,0.8550913838120104,1
3573,3,5,245,10,2,1,8,4909,0,0,0,0,0,0,0.04990833163577103,1202705,0.0326530612244898,0.2727272727272727,0.4491749847219393,1
3530,3,5,197,3,1,1,3,5658,0,0,0,1,0,1,0.03481795687522093,1114626,0.015228426395939087,0.75,0.1392718275008837,0
7927,4,5,239,2,2,0,1,4247,0,0,1,0,1,0,0.05627501765952437,1015033,0.0041841004184100415,1.3333333333333333,0.11255003531904874,0
5394,5,1,186,4,2,1,5,5239,0,0,0,1,0,1,0.03550295857988166,974454,0.026881720430107527,1.0,0.21301775147928995,0
10268,4,4,173,3,1,1,10,4616,0,0,0,1,1,0,0.03747833622183709,798568,0.057803468208092484,1.0,0.412261698440208,0
8947,4,3,236,3,1,1,1,4752,0,0,1,0,0,1,0.049663299663299666,1121472,0.00423728813559322,1.0,0.09932659932659933,0
2880,4,1,195,2,2,1,19,2878,0,0,0,1,0,0,0.06775538568450312,561210,0.09743589743589744,1.3333333333333333,1.3551077136900624,1
9805,3,2,255,4,1,0,8,5511,0,0,1,0,0,1,0.04627109417528579,1405305,0.03137254901960784,0.6,0.41643984757757213,0
9887,6,3,298,4,1,0,9,1515,0,1,0,0,0,1,0.1966996699669967,451470,0.030201342281879196,1.2,1.966996699669967,1
8098,4,3,153,3,1,1,5,5743,1,0,0,0,0,0,0.02664112833014104,878679,0.032679738562091505,1.0,0.15984676998084624,1
9267,3,3,217,3,2,1,10,5439,0,0,0,0,0,1,0.039897039897039896,1180263,0.04608294930875576,0.75,0.43886743886743884,0
4846,3,3,238,2,2,1,2,5512,1,0,0,0,0,1,0.043178519593613934,1311856,0.008403361344537815,1.0,0.1295355587808418,0
10921,4,4,257,5,2,0,9,1869,0,0,1,0,0,1,0.13750668806848582,480333,0.03501945525291829,0.6666666666666666,1.3750668806848583,1
7933,3,3,188,5,1,0,6,5713,0,0,1,0,1,0,0.032907404165937335,1074044,0.031914893617021274,0.5,0.23035182916156133,0
6679,3,5,135,2,2,0,9,5614,0,0,1,0,0,1,0.02404702529390809,757890,0.06666666666666667,1.0,0.2404702529390809,1
764,3,3,221,2,2,0,26,3120,0,0,0,1,0,1,0.07083333333333333,689520,0.11764705882352941,1.0,1.9124999999999999,1
5826,4,4,272,3,1,1,9,5458,0,0,0,1,0,1,0.04983510443385856,1484576,0.03308823529411765,1.0,0.49835104433858557,0
9199,4,4,267,4,1,0,8,5219,0,0,1,0,0,1,0.05115922590534585,1393473,0.0299625468164794,0.8,0.4604330331481126,1
7943,4,4,269,10,0,0,3,4488,0,1,0,0,0,0,0.05993761140819964,1207272,0.011152416356877323,0.36363636363636365,0.23975044563279857,0
1301,4,2,235,3,1,0,21,3088,0,1,0,0,0,1,0.07610103626943006,725680,0.08936170212765958,1.0,1.6742227979274613,1
7819,2,2,215,5,2,1,3,5185,0,0,1,0,0,0,0.041465766634522665,1114775,0.013953488372093023,0.3333333333333333,0.16586306653809066,1
120,5,1,145,3,1,1,20,1387,0,0,0,1,1,0,0.10454217736121124,201115,0.13793103448275862,1.25,2.195385724585436,1
8960,5,1,167,3,1,1,9,4660,0,0,0,1,0,1,0.03583690987124463,778220,0.05389221556886228,1.25,0.3583690987124463,0
2167,3,4,244,3,1,0,46,2844,0,0,1,0,1,0,0.08579465541490858,693936,0.1885245901639344,0.75,4.032348804500703,1
3236,5,4,182,2,2,1,2,4554,0,0,0,1,0,1,0.039964866051822576,828828,0.01098901098901099,1.6666666666666667,0.11989459815546773,1
425,4,1,203,4,1,1,34,3813,0,1,0,0,0,0,0.05323891948596905,774039,0.16748768472906403,0.8,1.8633621820089168,1
4446,2,4,107,4,0,0,4,4451,0,0,0,1,0,1,0.02403954167602786,476257,0.037383177570093455,0.4,0.1201977083801393,1
744,3,3,153,5,1,1,35,1089,0,0,0,1,0,1,0.14049586776859505,166617,0.22875816993464052,0.5,5.0578512396694215,1
5475,4,4,253,2,1,0,6,5892,0,0,0,0,1,0,0.04293957909029192,1490676,0.023715415019762844,1.3333333333333333,0.30057705363204346,0
528,4,5,235,3,2,0,22,2015,0,0,0,1,1,0,0.11662531017369727,473525,0.09361702127659574,1.0,2.6823821339950373,1
7770,7,4,310,4,1,1,6,1003,0,0,0,1,0,1,0.3090727816550349,310930,0.01935483870967742,1.4,2.163509471585244,1
9208,5,2,229,3,1,0,3,4916,1,0,0,0,0,1,0.04658258746948739,1125764,0.013100436681222707,1.25,0.18633034987794955,0
9307,4,1,264,4,1,0,6,4863,0,0,1,0,1,0,0.054287476866132015,1283832,0.022727272727272728,0.8,0.3800123380629241,0
6061,4,3,199,3,1,1,8,4391,0,0,1,0,0,1,0.04531997267137326,873809,0.04020100502512563,1.0,0.4078797540423594,1
6222,5,1,227,5,1,1,6,1667,0,0,0,1,0,1,0.13617276544691062,378409,0.02643171806167401,0.8333333333333334,0.9532093581283744,0
3373,3,2,234,4,0,0,7,4568,0,0,1,0,0,1,0.05122591943957969,1068912,0.029914529914529916,0.6,0.4098073555166375,1
3769,4,1,240,4,1,1,9,4471,0,0,1,0,0,1,0.05367926638335943,1073040,0.0375,0.8,0.5367926638335943,1
7498,5,4,231,6,2,0,3,1075,1,0,0,0,0,1,0.21488372093023256,248325,0.012987012987012988,0.7142857142857143,0.8595348837209302,0
8209,5,5,247,2,2,1,5,4250,0,0,1,0,1,0,0.05811764705882353,1049750,0.020242914979757085,1.6666666666666667,0.3487058823529412,0
1654,5,3,260,2,0,0,63,2715,1,0,0,0,0,0,0.09576427255985268,705900,0.2423076923076923,1.6666666666666667,6.128913443830571,1
10551,6,3,165,4,1,0,10,5965,0,0,0,0,0,0,0.027661357921207042,984225,0.06060606060606061,1.2,0.30427493713327747,0
4255,4,3,244,4,1,1,10,4118,0,0,1,0,0,0,0.05925206410879068,1004792,0.040983606557377046,0.8,0.6517727051966975,1
8657,7,5,265,4,1,0,1,1601,0,1,0,0,0,1,0.1655215490318551,424265,0.0037735849056603774,1.4,0.3310430980637102,0
4618,4,4,168,4,2,0,4,4676,1,0,0,0,0,1,0.03592814371257485,785568,0.023809523809523808,0.8,0.17964071856287425,0
9588,5,1,170,4,2,1,4,5113,0,0,0,1,0,0,0.033248582045765696,869210,0.023529411764705882,1.0,0.16624291022882848,1
514,5,3,250,5,1,1,12,2722,1,0,0,0,0,1,0.09184423218221896,680500,0.048,0.8333333333333334,1.1939750183688465,1
7948,4,1,254,7,1,1,5,4104,1,0,0,0,0,0,0.06189083820662768,1042416,0.01968503937007874,0.5,0.3713450292397661,1
9324,4,2,262,3,1,1,6,5381,0,0,0,1,0,0,0.048689834603233596,1409822,0.022900763358778626,1.0,0.34082884222263515,0
8720,4,4,265,4,2,0,6,4607,0,0,0,1,0,1,0.057521163446928585,1220855,0.022641509433962263,0.8,0.4026481441285001,1
10249,3,1,159,2,2,1,5,4906,0,0,1,0,1,0,0.032409294741133306,780054,0.031446540880503145,1.0,0.19445576844679985,1
3404,3,1,119,2,1,0,10,4146,0,0,0,1,1,0,0.028702363724071395,493374,0.08403361344537816,1.0,0.3157260009647853,1
10789,4,3,241,5,1,1,6,1324,0,0,1,0,0,1,0.18202416918429004,319084,0.024896265560165973,0.6666666666666666,1.2741691842900302,0
6903,5,2,254,5,0,1,6,1491,0,0,0,0,0,1,0.170355466130114,378714,0.023622047244094488,0.8333333333333334,1.192488262910798,1
3015,3,5,188,2,1,0,12,2711,0,0,0,0,0,0,0.06934710438952416,509668,0.06382978723404255,1.0,0.901512357063814,1
1294,5,5,254,5,1,0,35,2508,1,0,0,0,0,1,0.10127591706539076,637032,0.1377952755905512,0.8333333333333334,3.645933014354067,1
4117,3,4,259,4,2,0,5,4564,0,0,1,0,0,0,0.05674846625766871,1182076,0.019305019305019305,0.6,0.34049079754601225,1
8234,2,4,142,3,0,1,2,5700,0,0,0,1,0,0,0.024912280701754386,809400,0.014084507042253521,0.5,0.07473684210526316,0
8322,6,4,253,4,2,1,10,1248,0,0,0,1,0,1,0.20272435897435898,315744,0.039525691699604744,1.2,2.229967948717949,0
5072,4,5,228,4,1,1,4,4750,0,0,0,1,0,0,0.048,1083000,0.017543859649122806,0.8,0.24,0
1284,4,1,267,3,2,1,37,2716,0,0,0,1,0,1,0.09830633284241531,725172,0.13857677902621723,1.0,3.735640648011782,1
7803,5,3,201,2,1,0,1,4548,0,0,0,0,1,0,0.044195250659630606,914148,0.004975124378109453,1.6666666666666667,0.08839050131926121,1
3877,4,4,266,2,1,0,2,4290,0,0,1,0,0,1,0.062004662004662,1141140,0.007518796992481203,1.3333333333333333,0.186013986013986,0
10550,6,2,205,5,0,1,6,4756,0,0,0,1,0,0,0.04310344827586207,974980,0.02926829268292683,1.0,0.3017241379310345,0
9614,4,4,256,3,1,0,5,5399,0,0,0,1,0,1,0.04741618818299685,1382144,0.01953125,1.0,0.2844971290979811,0
9464,5,2,205,3,2,0,1,4351,0,0,0,1,0,0,0.04711560560790623,891955,0.004878048780487805,1.25,0.09423121121581246,0
8534,5,4,271,2,2,0,6,4801,0,0,0,1,0,1,0.05644657363049365,1301071,0.02214022140221402,1.6666666666666667,0.39512601541345554,1
6286,5,3,244,5,1,0,3,1174,1,0,0,0,1,0,0.20783645655877342,286456,0.012295081967213115,0.8333333333333334,0.8313458262350937,0
5614,5,5,173,3,1,1,4,5265,1,0,0,0,0,0,0.032858499525166195,910845,0.023121387283236993,1.25,0.16429249762583098,1
210,2,5,148,3,0,0,11,1502,0,0,0,1,0,1,0.0985352862849534,222296,0.07432432432432433,0.5,1.1824234354194407,1
2696,5,1,224,2,1,0,14,2959,0,0,0,1,0,1,0.07570125042244001,662816,0.0625,1.6666666666666667,1.1355187563366003,1
1889,3,2,169,10,2,0,4,1665,0,1,0,0,0,1,0.1015015015015015,281385,0.023668639053254437,0.2727272727272727,0.5075075075075075,1
9968,5,4,266,2,2,1,1,5494,0,0,0,1,0,1,0.04841645431379687,1461404,0.0037593984962406013,1.6666666666666667,0.09683290862759374,0
3433,4,1,175,4,1,1,2,4053,0,0,1,0,0,0,0.04317789291882556,709275,0.011428571428571429,0.8,0.12953367875647667,0
3990,3,4,212,3,1,0,8,5214,0,0,0,1,0,0,0.04065976217874952,1105368,0.03773584905660377,0.75,0.36593785960874564,0
10607,4,4,209,3,0,0,5,5979,0,1,0,0,0,1,0.034955678207058034,1249611,0.023923444976076555,1.0,0.20973406924234822,0
4711,4,2,224,2,2,0,8,4781,0,0,1,0,0,1,0.04685212298682284,1070944,0.03571428571428571,1.3333333333333333,0.4216691068814056,1
959,4,1,161,2,0,0,21,1075,0,1,0,0,0,0,0.14976744186046512,173075,0.13043478260869565,1.3333333333333333,3.2948837209302324,1
1232,4,2,272,2,1,1,57,2377,0,0,0,1,0,0,0.11442995372318047,646544,0.20955882352941177,1.3333333333333333,6.636937315944468,1
8045,5,1,248,5,1,0,8,1810,0,1,0,0,0,1,0.13701657458563535,448880,0.03225806451612903,0.8333333333333334,1.233149171270718,0
7045,3,2,164,2,2,1,3,4442,0,0,1,0,0,1,0.03692030616839262,728488,0.018292682926829267,1.0,0.14768122467357048,1
3540,3,3,242,3,1,0,8,4199,0,0,0,1,1,0,0.057632769707073116,1016158,0.03305785123966942,0.75,0.5186949273636581,0
7540,6,3,218,3,1,1,6,4594,1,0,0,0,0,0,0.04745319982585982,1001492,0.027522935779816515,1.5,0.33217239878101873,0
2708,2,1,200,3,2,1,34,2199,0,0,0,1,0,1,0.09095043201455207,439800,0.17,0.5,3.183265120509322,1
938,4,5,143,2,2,0,20,1360,0,0,0,1,1,0,0.10514705882352941,194480,0.13986013986013987,1.3333333333333333,2.2080882352941176,1
3407,3,2,272,3,1,1,2,4459,0,1,0,0,1,0,0.06100022426553039,1212848,0.007352941176470588,0.75,0.18300067279659116,1
10057,4,5,160,3,1,0,9,5799,0,0,1,0,0,1,0.027590963959303327,927840,0.05625,1.0,0.2759096395930333,1
9247,4,5,209,3,2,0,4,4809,0,0,1,0,0,1,0.043460178831357874,1005081,0.019138755980861243,1.0,0.21730089415678938,0
4989,6,5,254,4,1,1,7,1674,0,0,0,0,0,1,0.15173237753882915,425196,0.027559055118110236,1.2,1.2138590203106332,0
4758,7,3,250,5,2,0,4,1163,0,0,0,1,0,1,0.21496130696474636,290750,0.016,1.1666666666666667,1.0748065348237317,1
9026,3,4,287,5,2,0,9,5308,0,0,0,1,1,0,0.05406932931424265,1523396,0.0313588850174216,0.5,0.5406932931424265,0
2353,5,5,234,6,2,0,60,2443,0,0,1,0,0,1,0.09578387228817029,571662,0.2564102564102564,0.7142857142857143,5.8428162095783875,1
6964,5,1,282,4,1,0,9,4766,1,0,0,0,1,0,0.05916911456147713,1344012,0.031914893617021274,1.0,0.5916911456147713,0
10259,3,3,155,3,2,1,5,4957,0,1,0,0,1,0,0.031268912648779505,768335,0.03225806451612903,0.75,0.18761347589267702,1
3048,3,3,138,2,2,0,40,1117,0,0,0,1,0,1,0.12354521038495972,154146,0.2898550724637681,1.0,5.065353625783349,1
3361,2,5,209,5,2,0,10,4623,0,0,1,0,0,1,0.045208738914125024,966207,0.04784688995215311,0.3333333333333333,0.49729612805537526,1
5395,4,2,262,3,1,1,4,5085,0,0,1,0,0,1,0.05152409046214356,1332270,0.015267175572519083,1.0,0.2576204523107178,0
3125,5,4,177,2,2,0,45,1664,0,1,0,0,1,0,0.1063701923076923,294528,0.2542372881355932,1.6666666666666667,4.893028846153846,1
9529,5,4,273,2,1,0,1,5008,0,0,1,0,0,1,0.054512779552715655,1367184,0.003663003663003663,1.6666666666666667,0.10902555910543131,1
4426,5,5,188,3,1,0,7,4485,1,0,0,0,0,1,0.041917502787068,843180,0.03723404255319149,1.25,0.335340022296544,1
1346,3,5,264,2,2,0,1,3947,0,0,0,1,1,0,0.06688624271598682,1042008,0.003787878787878788,1.0,0.13377248543197365,1
8956,2,2,247,3,1,0,4,4686,1,0,0,0,0,1,0.05271020059752454,1157442,0.016194331983805668,0.5,0.2635510029876227,1
5753,4,4,236,3,1,1,10,4347,0,1,0,0,0,0,0.05429031515988038,1025892,0.0423728813559322,1.0,0.5971934667586841,1
5406,2,2,146,4,1,1,4,5817,0,0,0,1,0,1,0.025098848203541343,849282,0.0273972602739726,0.4,0.12549424101770673,0
10760,4,3,253,5,1,1,6,1367,0,0,0,1,0,1,0.1850768105340161,345851,0.023715415019762844,0.6666666666666666,1.2955376737381126,1
8154,5,4,234,3,1,0,2,4269,0,0,0,1,0,1,0.054813773717498245,998946,0.008547008547008548,1.25,0.16444132115249474,0
1355,3,1,182,3,2,0,40,3536,0,1,0,0,1,0,0.051470588235294115,643552,0.21978021978021978,0.75,2.110294117647059,1
4850,4,5,261,2,1,1,3,4119,0,0,0,1,0,1,0.06336489439184267,1075059,0.011494252873563218,1.3333333333333333,0.2534595775673707,0
4285,5,5,165,4,2,0,3,4242,0,0,1,0,0,1,0.038896746817538894,699930,0.01818181818181818,1.0,0.15558698727015557,0
8185,4,4,188,4,1,0,10,4571,0,0,1,0,0,1,0.04112885583023408,859348,0.05319148936170213,0.8,0.4524174141325749,1
10137,3,4,174,3,1,0,3,5366,0,0,0,0,0,0,0.03242638837122624,933684,0.017241379310344827,0.75,0.12970555348490495,1
8992,3,4,236,4,0,0,9,4744,1,0,0,0,0,1,0.049747048903878585,1119584,0.038135593220338986,0.6,0.4974704890387859,0
10078,4,2,162,3,1,1,7,5614,1,0,0,0,0,1,0.028856430352689703,909468,0.043209876543209874,1.0,0.23085144282151762,0
3898,4,4,207,3,1,1,9,4314,1,0,0,0,0,1,0.04798331015299027,892998,0.043478260869565216,1.0,0.47983310152990266,0
6814,6,3,308,5,2,0,4,1118,1,0,0,0,0,1,0.27549194991055453,344344,0.012987012987012988,1.0,1.3774597495527727,0
4328,5,3,104,4,1,1,3,4885,0,0,0,1,0,1,0.02128966223132037,508040,0.028846153846153848,1.0,0.08515864892528148,1
9017,6,3,127,3,2,0,7,5574,0,1,0,0,1,0,0.022784355938284893,707898,0.05511811023622047,1.5,0.18227484750627915,1
7857,4,5,217,3,2,1,2,5461,0,0,0,0,0,1,0.039736312030763596,1185037,0.009216589861751152,1.0,0.11920893609229079,1
1901,4,4,192,3,2,1,39,2943,0,1,0,0,1,0,0.0652395514780836,565056,0.203125,1.0,2.6095820591233436,1
5524,4,1,218,5,1,0,5,1238,1,0,0,0,0,1,0.17609046849757673,269884,0.022935779816513763,0.6666666666666666,1.0565428109854604,0
6830,5,4,267,5,1,1,9,1017,0,0,0,1,1,0,0.26253687315634217,271539,0.033707865168539325,0.8333333333333334,2.6253687315634218,0
5503,7,2,283,5,1,0,10,1722,0,0,1,0,0,1,0.16434378629500582,487326,0.0353356890459364,1.1666666666666667,1.807781649245064,1
5455,5,5,132,2,0,0,1,4233,0,0,1,0,1,0,0.03118355776045358,558756,0.007575757575757576,1.6666666666666667,0.06236711552090716,0
1512,4,4,207,3,1,1,20,2637,0,0,0,1,0,0,0.07849829351535836,545859,0.0966183574879227,1.0,1.6484641638225257,1
2309,3,2,268,3,1,1,30,2867,0,1,0,0,1,0,0.09347750261597489,768356,0.11194029850746269,0.75,2.8978025810952213,1
9015,4,5,137,2,1,1,6,4055,0,0,0,0,0,1,0.03378545006165228,555535,0.043795620437956206,1.3333333333333333,0.23649815043156597,1
8044,6,1,138,3,1,1,6,1604,1,0,0,0,0,1,0.08603491271820449,221352,0.043478260869565216,1.5,0.6022443890274314,0
7056,3,3,261,4,1,1,3,5722,0,0,0,1,0,1,0.04561342188046138,1493442,0.011494252873563218,0.6,0.18245368752184551,1
10830,4,4,199,4,0,1,1,4163,0,0,0,1,0,0,0.04780206581791977,828437,0.005025125628140704,0.8,0.09560413163583954,1
7789,6,1,188,5,1,1,4,4887,0,0,1,0,1,0,0.03846940863515449,918756,0.02127659574468085,1.0,0.19234704317577245,0
